code,code_nm,market,risk_prob,risk_grade,std_date
A303530,이노뎁,KOSDAQ,0.3951895161060452,7,2022-09-09
A035600,KG이니시스,KOSDAQ,0.39389475022652787,7,2022-09-09
A045300,성우테크론,KOSDAQ,0.3882087454466823,7,2022-09-09
A066980,이엔코퍼레이션,KOSDAQ,0.38599327682126344,7,2022-09-09
A052020,에스티큐브,KOSDAQ,0.38558743221333175,7,2022-09-09
A115570,스타플렉스,KOSDAQ,0.3839082026860617,7,2022-09-09
A083310,엘오티베큠,KOSDAQ,0.3835604790312505,7,2022-09-09
A330350,위더스제약,KOSDAQ,0.38353024445873585,7,2022-09-09
A039440,에스티아이,KOSDAQ,0.3813624576577896,7,2022-09-09
A085910,네오티스,KOSDAQ,0.37976149762350514,7,2022-09-09
A073640,테라사이언스,KOSDAQ,0.3781759839339185,7,2022-09-09
A084990,헬릭스미스,KOSDAQ,0.3718888169917299,7,2022-09-09
A151860,KG ETS,KOSDAQ,0.3715884003162872,7,2022-09-09
A229000,젠큐릭스,KOSDAQ,0.3674806239505391,7,2022-09-09
A299660,셀리드,KOSDAQ,0.3674658589135814,7,2022-09-09
A035610,솔본,KOSDAQ,0.3664556774510434,7,2022-09-09
A263810,상신전자,KOSDAQ,0.36632531354962117,7,2022-09-09
A113810,디젠스,KOSDAQ,0.3660164429749425,7,2022-09-09
A072870,메가스터디,KOSDAQ,0.3653922681509364,7,2022-09-09
A010240,흥국,KOSDAQ,0.3593974765146117,7,2022-09-09
A038290,마크로젠,KOSDAQ,0.359190934943472,7,2022-09-09
A043100,솔고바이오,KOSDAQ,0.35766212583894674,7,2022-09-09
A323990,박셀바이오,KOSDAQ,0.3564265766678411,7,2022-09-09
A206400,베노홀딩스,KOSDAQ,0.35525752485109435,7,2022-09-09
A195500,마니커에프앤지,KOSDAQ,0.3488735113706092,7,2022-09-09
A007680,대원,KOSDAQ,0.3479662132044582,7,2022-09-09
A040300,YTN,KOSDAQ,0.34772924654120885,7,2022-09-09
A016250,SGC이테크건설,KOSDAQ,0.3450738203621044,7,2022-09-09
A044340,위닉스,KOSDAQ,0.3433783218838215,7,2022-09-09
A065510,휴비츠,KOSDAQ,0.3418479870030199,7,2022-09-09
A032960,동일기연,KOSDAQ,0.3365040084948288,7,2022-09-09
A054410,케이피티유,KOSDAQ,0.3350707952899051,7,2022-09-09
A078130,국일제지,KOSDAQ,0.33490024606026353,7,2022-09-09
A222110,팬젠,KOSDAQ,0.3340447229871981,7,2022-09-09
A222980,한국맥널티,KOSDAQ,0.33352128418714433,7,2022-09-09
A054050,농우바이오,KOSDAQ,0.33335429086837454,7,2022-09-09
A066430,와이오엠,KOSDAQ,0.3330549774813337,7,2022-09-09
A094480,갤럭시아머니트리,KOSDAQ,0.3314404160286203,7,2022-09-09
A217270,넵튠,KOSDAQ,0.3302460062237583,7,2022-09-09
A214680,디알텍,KOSDAQ,0.32680078625894154,7,2022-09-09
A250000,보라티알,KOSDAQ,0.32671658702691947,7,2022-09-09
A042600,새로닉스,KOSDAQ,0.32315954567685745,7,2022-09-09
A082270,젬백스,KOSDAQ,0.3225534714415158,7,2022-09-09
A108230,톱텍,KOSDAQ,0.3187688470070567,7,2022-09-09
A049630,재영솔루텍,KOSDAQ,0.3177286253462395,7,2022-09-09
